time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-23 00:00:00+00:00,122,15,65,25
2024-04-24 00:00:00+00:00,135,8,42,24
2024-04-25 00:00:00+00:00,86,17,31,12
2024-04-26 00:00:00+00:00,133,12,66,22
2024-04-27 00:00:00+00:00,40,17,9,9
2024-04-28 00:00:00+00:00,21,7,33,13
2024-04-29 00:00:00+00:00,51,8,40,17
2024-04-30 00:00:00+00:00,277,17,56,22
2024-05-01 00:00:00+00:00,50,12,19,16
2024-05-02 00:00:00+00:00,81,11,68,23
2024-05-03 00:00:00+00:00,88,17,56,25
2024-05-04 00:00:00+00:00,29,22,19,11
2024-05-05 00:00:00+00:00,45,25,55,21
2024-05-06 00:00:00+00:00,141,8,31,16
