referrer,views_total,views_unique
github.com,259,32
Google,39,18
cncf.io,18,16
t.co,10,2
com.google.android.gm,3,2
future-architect.github.io,3,1
mail.google.com,2,1
gist.github.com,1,1
Bing,1,1
DuckDuckGo,1,1
