time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-29 00:00:00+00:00,420,177,70,34
2025-10-30 00:00:00+00:00,651,239,79,40
2025-10-31 00:00:00+00:00,445,176,23,15
2025-11-01 00:00:00+00:00,291,187,28,18
2025-11-02 00:00:00+00:00,373,216,17,13
2025-11-03 00:00:00+00:00,301,242,37,21
2025-11-04 00:00:00+00:00,248,179,51,25
2025-11-05 00:00:00+00:00,355,240,44,30
2025-11-06 00:00:00+00:00,547,273,55,23
2025-11-07 00:00:00+00:00,310,200,16,15
2025-11-08 00:00:00+00:00,307,201,12,9
2025-11-09 00:00:00+00:00,284,233,13,12
2025-11-10 00:00:00+00:00,351,273,60,32
2025-11-11 00:00:00+00:00,475,239,42,20
