referrer,views_total,views_unique
github.com,140,36
Google,28,19
cncf.io,11,8
future-architect.github.io,10,1
Bing,7,2
openfeature.dev,6,2
contribute.cncf.io,4,3
open-feature.github.io,2,2
Yahoo,2,1
gist.github.com,1,1
