referrer,views_total,views_unique
github.com,118,32
Google,23,13
cncf.io,17,14
contribute.cncf.io,11,3
open-feature.github.io,6,3
statics.teams.cdn.office.net,6,2
openfeature.dev,4,3
Bing,2,1
flagd.dev,2,1
cnblogs.com,1,1
