url_path,views_total,views_unique
/open-feature/spec,252,203
/open-feature/spec/tree/main/specification,72,24
/open-feature/spec/tree/github-repo-stats/open-feature/spec,26,6
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,23,9
/open-feature/spec/blob/main/specification/sections/04-hooks.md,20,5
/open-feature/spec/tree/main/specification/sections,19,9
/open-feature/spec/blob/main/specification/sections/02-providers.md,19,7
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,15,6
/open-feature/spec/blob/main/specification/types.md,15,5
/open-feature/spec/pull/245,12,7
