referrer,views_total,views_unique
github.com,64,30
Google,48,24
cncf.io,11,11
openfeature.dev,8,5
Yahoo,7,1
api.daily.dev,5,5
future-architect.github.io,3,1
com.google.android.gm,2,1
news.ycombinator.com,2,1
yandex.ru,2,1
