referrer,views_total,views_unique
github.com,96,28
Google,38,19
cncf.io,12,10
contribute.cncf.io,5,2
flagd.dev,5,2
openfeature.dev,3,3
search.brave.com,3,1
landscape.cncf.io,3,1
chatgpt.com,2,2
mail.google.com,2,1
