time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-13 00:00:00+00:00,226,30,41,25
2024-03-14 00:00:00+00:00,414,24,32,15
2024-03-15 00:00:00+00:00,442,23,58,18
2024-03-16 00:00:00+00:00,118,8,6,5
2024-03-17 00:00:00+00:00,63,10,22,10
2024-03-18 00:00:00+00:00,62,12,90,32
2024-03-19 00:00:00+00:00,211,12,112,31
2024-03-20 00:00:00+00:00,56,11,81,36
2024-03-21 00:00:00+00:00,87,10,58,25
2024-03-22 00:00:00+00:00,55,11,62,20
2024-03-23 00:00:00+00:00,50,8,21,11
2024-03-24 00:00:00+00:00,26,8,17,12
2024-03-25 00:00:00+00:00,607,8,135,27
2024-03-26 00:00:00+00:00,184,11,41,22
