url_path,views_total,views_unique
/open-feature/spec,179,154
/open-feature/spec/tree/main/specification,55,23
/open-feature/spec/blob/main/specification/sections/04-hooks.md,20,6
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,14,7
/open-feature/spec/blob/main/specification/types.md,14,7
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,12,6
/open-feature/spec/blob/main/specification/hooks.md,11,4
/open-feature/spec/issues,9,5
/open-feature/spec/blob/main/specification/sections/02-providers.md,8,4
/open-feature/spec/tree/main/specification/sections,7,3
