referrer,views_total,views_unique
github.com,166,23
Google,25,15
cncf.io,14,12
openfeature.dev,11,1
mail.google.com,8,3
contribute.cncf.io,3,2
excel.officeapps.live.com,2,1
pkg.go.dev,2,1
landscape.cncf.io,1,1
