referrer,views_total,views_unique
github.com,93,28
Google,30,21
openfeature.dev,11,5
cncf.io,7,7
chatgpt.com,5,2
dt-rnd.atlassian.net,5,1
contribute.cncf.io,4,4
news.ycombinator.com,2,2
DuckDuckGo,2,1
ecosia.org,1,1
