url_path,views_total,views_unique
/open-feature/spec,258,203
/open-feature/spec/tree/main/specification,76,26
/open-feature/spec/commits/main,34,3
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,25,10
/open-feature/spec/pulls,20,9
/open-feature/spec/issues,18,11
/open-feature/spec/blob/main/specification/sections/02-providers.md,18,5
/open-feature/spec/tree/main/specification/sections,15,5
/open-feature/spec/blob/main/specification/types.md,14,6
/open-feature/spec/issues/180,11,8
