referrer,views_total,views_unique
github.com,110,24
Google,49,22
cncf.io,46,15
Bing,12,1
gist.github.com,8,1
contribute.cncf.io,4,3
DuckDuckGo,4,2
openfeature.dev,2,1
search.brave.com,1,1
mail.google.com,1,1
