time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-26 00:00:00+00:00,466,21,44,22
2025-05-27 00:00:00+00:00,162,33,45,23
2025-05-28 00:00:00+00:00,444,121,29,20
2025-05-29 00:00:00+00:00,293,66,22,14
2025-05-30 00:00:00+00:00,433,106,16,10
2025-05-31 00:00:00+00:00,143,61,13,8
2025-06-01 00:00:00+00:00,18,10,20,11
2025-06-02 00:00:00+00:00,159,46,22,17
2025-06-03 00:00:00+00:00,221,104,82,19
2025-06-04 00:00:00+00:00,719,68,18,13
2025-06-05 00:00:00+00:00,632,107,100,34
2025-06-06 00:00:00+00:00,488,31,30,23
2025-06-07 00:00:00+00:00,1000,119,14,11
2025-06-08 00:00:00+00:00,103,5,32,6
