time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-02 00:00:00+00:00,174.0,11.0,6,5
2025-08-03 00:00:00+00:00,40.0,9.0,4,4
2025-08-04 00:00:00+00:00,101.0,27.0,35,22
2025-08-05 00:00:00+00:00,241.0,23.0,55,27
2025-08-06 00:00:00+00:00,183.0,33.0,29,17
2025-08-07 00:00:00+00:00,118.0,42.0,18,13
2025-08-08 00:00:00+00:00,86.0,28.0,24,16
2025-08-09 00:00:00+00:00,39.0,9.0,8,5
2025-08-10 00:00:00+00:00,101.0,36.0,16,8
2025-08-11 00:00:00+00:00,130.0,44.0,46,23
2025-08-12 00:00:00+00:00,85.0,34.0,30,21
2025-08-13 00:00:00+00:00,68.0,35.0,28,16
2025-08-14 00:00:00+00:00,2.0,2.0,13,13
2025-08-15 00:00:00+00:00,,,29,21
