url_path,views_total,views_unique
/open-feature/spec,656,591
/open-feature/spec/tree/main/specification,97,89
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,43,42
/open-feature/spec/tree/main/specification/sections,25,23
/open-feature/spec/blob/main/specification/types.md,22,20
/open-feature/spec/blob/main/specification/sections/02-providers.md,20,20
/open-feature/spec/blob/main/specification/sections/04-hooks.md,17,13
/open-feature/spec/tree/main/tools,15,15
/open-feature/spec/pull/278,15,3
/open-feature/spec/blob/main/specification/glossary.md,14,10
