url_path,views_total,views_unique
/open-feature/spec,31,30
/open-feature/spec/tree/main/specification,8,8
/open-feature/spec/blob/main/specification/appendix-a-included-utilities.md,2,2
/open-feature/spec/issues,2,2
/open-feature/spec/issues/316,2,2
/open-feature/spec/pulls,2,2
/open-feature/spec/pull/333,2,1
/open-feature/spec/blob/0cd553d85f03b0b7ab983a988ce1720a3190bc88/.prettierrc.yaml,1,1
/open-feature/spec/blob/main/specification/appendix-c-ofrep.md,1,1
/open-feature/spec/blob/main/specification.json,1,1
