url_path,views_total,views_unique
/open-feature/spec,261,208
/open-feature/spec/tree/main/specification,72,25
/open-feature/spec/commits/main,34,3
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,25,10
/open-feature/spec/blob/main/specification/sections/02-providers.md,20,6
/open-feature/spec/pulls,19,8
/open-feature/spec/issues,17,10
/open-feature/spec/blob/main/specification/types.md,14,6
/open-feature/spec/tree/main/specification/sections,13,4
/open-feature/spec/issues/180,12,9
