referrer,views_total,views_unique
github.com,157,70
Bing,44,4
Google,32,12
chatgpt.com,15,5
cncf.io,10,9
safe.menlosecurity.com,3,1
DuckDuckGo,2,2
openfeature.dev,2,2
cnblogs.com,2,1
teams.public.onecdn.static.microsoft,2,1
