referrer,views_total,views_unique
github.com,79,20
Google,58,26
contribute.cncf.io,11,4
cncf.io,10,10
openfeature.dev,7,2
linkedin.com,7,1
pkg.go.dev,4,1
yandex.ru,1,1
Bing,1,1
flagsmith.com,1,1
