referrer,views_total,views_unique
github.com,199,32
Google,60,18
openfeature.dev,15,2
cncf.io,14,11
mail.google.com,7,2
excel.officeapps.live.com,2,1
pkg.go.dev,2,1
open-feature.github.io,1,1
landscape.cncf.io,1,1
contribute.cncf.io,1,1
