referrer,views_total,views_unique
github.com,104,26
Google,36,25
flagd.dev,25,2
statics.teams.cdn.office.net,20,1
cncf.io,14,10
contribute.cncf.io,6,2
openfeature.dev,5,3
open-feature.github.io,2,2
Bing,2,2
landscape.cncf.io,2,2
