referrer,views_total,views_unique
github.com,85,34
Google,42,20
cncf.io,14,11
openfeature.dev,6,5
chatgpt.com,3,2
Yahoo,2,1
github.bus.zalan.do,2,1
euc-word-edit.officeapps.live.com,1,1
mail.google.com,1,1
rubygems.org,1,1
