time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-14 00:00:00+00:00,291,7,20,10
2024-04-15 00:00:00+00:00,229,11,34,19
2024-04-16 00:00:00+00:00,656,13,50,22
2024-04-17 00:00:00+00:00,206,16,24,13
2024-04-18 00:00:00+00:00,196,14,40,18
2024-04-19 00:00:00+00:00,119,23,54,21
2024-04-20 00:00:00+00:00,34,9,15,8
2024-04-21 00:00:00+00:00,22,7,68,10
2024-04-22 00:00:00+00:00,128,23,67,31
2024-04-23 00:00:00+00:00,122,15,65,25
2024-04-24 00:00:00+00:00,135,8,42,24
2024-04-25 00:00:00+00:00,86,17,31,12
2024-04-26 00:00:00+00:00,132,11,66,22
2024-04-27 00:00:00+00:00,32,14,7,7
