referrer,views_total,views_unique
github.com,75,30
Google,44,18
cncf.io,22,12
openfeature.dev,5,4
chatgpt.com,3,2
Yahoo,2,1
contribute.cncf.io,1,1
open-feature.github.io,1,1
euc-word-edit.officeapps.live.com,1,1
