url_path,views_total,views_unique
/open-feature/spec,652,586
/open-feature/spec/tree/main/specification,107,96
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,44,43
/open-feature/spec/commit/cd99c3560a68c1810971be19b87ea803fb9b0b3a,39,12
/open-feature/spec/blob/main/specification/types.md,27,22
/open-feature/spec/blob/main/specification/sections/02-providers.md,22,19
/open-feature/spec/tree/main/specification/sections,21,20
/open-feature/spec/blob/main/specification/glossary.md,21,14
/open-feature/spec/issues/276,19,11
/open-feature/spec/tree/main/tools,18,17
