time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-18 00:00:00+00:00,68,19,18,9
2025-10-19 00:00:00+00:00,108,55,20,15
2025-10-20 00:00:00+00:00,123,49,89,40
2025-10-21 00:00:00+00:00,216,137,86,42
2025-10-22 00:00:00+00:00,249,124,51,31
2025-10-23 00:00:00+00:00,198,105,94,39
2025-10-24 00:00:00+00:00,211,41,120,29
2025-10-25 00:00:00+00:00,57,26,47,11
2025-10-26 00:00:00+00:00,272,201,33,16
2025-10-27 00:00:00+00:00,256,75,78,32
2025-10-28 00:00:00+00:00,343,182,115,23
2025-10-29 00:00:00+00:00,420,177,70,34
2025-10-30 00:00:00+00:00,651,239,79,40
2025-10-31 00:00:00+00:00,394,174,23,15
