url_path,views_total,views_unique
/open-feature/spec,169,148
/open-feature/spec/tree/main/specification,56,21
/open-feature/spec/blob/main/specification/sections/02-providers.md,21,8
/open-feature/spec/blob/main/specification/types.md,20,5
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,19,3
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,14,5
/open-feature/spec/blob/main/specification/glossary.md,12,4
/open-feature/spec/tree/main/specification/sections,11,3
/open-feature/spec/tree/main/tools,10,5
/open-feature/spec/issues,6,6
