url_path,views_total,views_unique
/open-feature/spec,206,174
/open-feature/spec/tree/main/specification,62,23
/open-feature/spec/tree/main/tools,43,15
/open-feature/spec/blob/main/specification/sections/02-providers.md,24,7
/open-feature/spec/tree/main/tools/repo_parser,21,7
/open-feature/spec/issues/265,18,8
/open-feature/spec/blob/main/specification/assets/gherkin/evaluation.feature,16,3
/open-feature/spec/blob/main/specification/sections/06-tracking.md,15,7
/open-feature/spec/tree/main/specification/sections,13,5
/open-feature/spec/issues,11,10
