referrer,views_total,views_unique
github.com,99,28
Google,36,29
chatgpt.com,10,3
cncf.io,6,6
openfeature.dev,5,3
contribute.cncf.io,3,3
news.ycombinator.com,2,2
dt-rnd.atlassian.net,2,1
ecosia.org,1,1
spotify.atlassian.net,1,1
