referrer,views_total,views_unique
github.com,84,33
Google,68,25
cncf.io,17,15
Bing,13,1
DuckDuckGo,7,2
search.brave.com,6,2
openfeature.dev,5,4
contribute.cncf.io,5,3
com.google.android.gm,4,1
claude.ai,1,1
