url_path,views_total,views_unique
/open-feature/spec,172,150
/open-feature/spec/tree/main/specification,47,17
/open-feature/spec/tree/main/tools,21,8
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,19,3
/open-feature/spec/blob/main/specification/types.md,18,6
/open-feature/spec/blob/main/specification/sections/02-providers.md,14,5
/open-feature/spec/blob/main/specification/glossary.md,12,4
/open-feature/spec/issues,8,8
/open-feature/spec/tree/main/tools/specification_parser,7,3
/open-feature/spec/tree/main/specification/sections,7,2
