referrer,views_total,views_unique
github.com,144,27
Google,74,33
cncf.io,51,12
gist.github.com,19,1
openfeature.dev,6,3
contribute.cncf.io,6,2
mail.google.com,5,2
v2ex.com,4,1
statics.teams.cdn.office.net,2,2
desflow.nyc.deshaw.com,2,1
