url_path,views_total,views_unique
/open-feature/spec,266,227
/open-feature/spec/tree/main/specification,19,15
/open-feature/spec/commits/main,19,6
/open-feature/spec/issues,12,10
/open-feature/spec/blob/main/specification/sections/02-providers.md,10,9
/open-feature/spec/tree/main/tools,9,8
/open-feature/spec/tree/main,9,6
/open-feature/spec/pull/305,8,3
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,6,6
/open-feature/spec/blob/main/specification/sections/04-hooks.md,5,4
