referrer,views_total,views_unique
Google,104,25
github.com,69,24
cncf.io,23,12
openfeature.dev,14,4
ecosia.org,9,1
Bing,4,3
future-architect.github.io,4,2
statics.teams.cdn.office.net,2,2
cn.bing.com,2,1
t.co,1,1
