time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-10 00:00:00+00:00,144,35,14,9
2026-01-11 00:00:00+00:00,75,60,2,2
2026-01-12 00:00:00+00:00,228,115,38,22
2026-01-13 00:00:00+00:00,259,151,32,17
2026-01-14 00:00:00+00:00,201,93,62,44
2026-01-15 00:00:00+00:00,402,129,74,34
2026-01-16 00:00:00+00:00,784,102,38,20
2026-01-17 00:00:00+00:00,1185,145,18,6
2026-01-18 00:00:00+00:00,654,247,24,13
2026-01-19 00:00:00+00:00,743,208,32,24
2026-01-20 00:00:00+00:00,1578,184,22,20
2026-01-21 00:00:00+00:00,974,141,14,12
2026-01-22 00:00:00+00:00,2013,174,41,28
2026-01-23 00:00:00+00:00,646,115,81,25
