time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-25 00:00:00+00:00,26,7,95,42
2024-06-26 00:00:00+00:00,277,5,116,29
2024-06-27 00:00:00+00:00,523,7,51,23
2024-06-28 00:00:00+00:00,101,5,30,18
2024-06-29 00:00:00+00:00,178,5,15,7
2024-06-30 00:00:00+00:00,7,5,17,5
2024-07-01 00:00:00+00:00,30,5,53,17
2024-07-02 00:00:00+00:00,217,6,56,25
2024-07-03 00:00:00+00:00,196,3,94,32
2024-07-04 00:00:00+00:00,235,6,98,29
2024-07-05 00:00:00+00:00,80,3,24,12
2024-07-06 00:00:00+00:00,196,7,16,6
2024-07-07 00:00:00+00:00,16,3,11,7
2024-07-08 00:00:00+00:00,535,3,27,20
