time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-05 00:00:00+00:00,356,181,58,34
2025-03-06 00:00:00+00:00,396,137,103,34
2025-03-07 00:00:00+00:00,239,36,57,26
2025-03-08 00:00:00+00:00,130,48,10,6
2025-03-09 00:00:00+00:00,21,14,6,6
2025-03-10 00:00:00+00:00,199,66,35,23
2025-03-11 00:00:00+00:00,129,33,38,19
2025-03-12 00:00:00+00:00,890,74,38,22
2025-03-13 00:00:00+00:00,191,37,31,16
2025-03-14 00:00:00+00:00,514,49,26,14
2025-03-15 00:00:00+00:00,106,41,14,10
2025-03-16 00:00:00+00:00,76,55,33,9
2025-03-17 00:00:00+00:00,336,94,39,20
2025-03-18 00:00:00+00:00,598,89,31,20
