time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-15 00:00:00+00:00,106,41,14,10
2025-03-16 00:00:00+00:00,76,55,33,9
2025-03-17 00:00:00+00:00,336,94,39,20
2025-03-18 00:00:00+00:00,618,92,31,20
2025-03-19 00:00:00+00:00,446,59,21,15
2025-03-20 00:00:00+00:00,556,51,62,23
2025-03-21 00:00:00+00:00,353,49,62,21
2025-03-22 00:00:00+00:00,50,34,3,3
2025-03-23 00:00:00+00:00,11,11,16,10
2025-03-24 00:00:00+00:00,297,80,55,20
2025-03-25 00:00:00+00:00,739,121,35,13
2025-03-26 00:00:00+00:00,114,63,26,17
2025-03-27 00:00:00+00:00,400,78,29,17
2025-03-28 00:00:00+00:00,60,25,28,12
