referrer,views_total,views_unique
github.com,67,29
cncf.io,32,10
Google,13,9
openfeature.dev,13,5
api.daily.dev,7,2
search.brave.com,6,1
news.ycombinator.com,5,4
yandex.ru,4,1
hackerweb.app,1,1
chatgpt.com,1,1
