referrer,views_total,views_unique
github.com,86,27
Google,23,12
cncf.io,16,12
openfeature.dev,10,3
contribute.cncf.io,9,3
mail.google.com,4,1
chatgpt.com,3,3
search.brave.com,3,1
pkg.go.dev,3,1
unduck.link,3,1
