url_path,views_total,views_unique
/open-feature/spec,197,177
/open-feature/spec/pull/293,54,7
/open-feature/spec/tree/main/specification,30,23
/open-feature/spec/issues,17,8
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,11,7
/open-feature/spec/tree/main/tools,10,9
/open-feature/spec/pull/293/files,10,2
/open-feature/spec/blob/main/specification/glossary.md,8,5
/open-feature/spec/blob/main/specification/sections/04-hooks.md,7,6
/open-feature/spec/blob/main/specification/types.md,7,6
