referrer,views_total,views_unique
github.com,93,34
Google,45,18
cncf.io,22,16
openfeature.dev,3,2
contribute.cncf.io,3,1
npmjs.com,1,1
cnblogs.com,1,1
news.ycombinator.com,1,1
yandex.ru,1,1
cn.bing.com,1,1
