referrer,views_total,views_unique
github.com,109,30
Google,39,24
cncf.io,13,11
Bing,13,1
chatgpt.com,11,4
DuckDuckGo,7,2
com.google.android.gm,4,1
openfeature.dev,3,2
contribute.cncf.io,2,2
news.ycombinator.com,2,1
