referrer,views_total,views_unique
github.com,84,28
Google,60,24
cncf.io,8,8
search.brave.com,5,1
openfeature.dev,4,4
contribute.cncf.io,4,2
news.ycombinator.com,1,1
cnblogs.com,1,1
