referrer,views_total,views_unique
github.com,67,28
Google,29,20
cncf.io,14,9
Baidu,8,8
openfeature.dev,8,4
Bing,4,1
cnblogs.com,1,1
com.slack,1,1
flagd.dev,1,1
getunleash.io,1,1
