referrer,views_total,views_unique
github.com,81,18
Google,32,19
cncf.io,11,11
dt-rnd.atlassian.net,6,3
contribute.cncf.io,3,3
unduck.link,3,1
translate.google.com,2,1
openfeature.dev,2,1
mail.google.com,2,1
euc-word-edit.officeapps.live.com,1,1
