time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-25 00:00:00+00:00,15,7,35,12
2024-02-26 00:00:00+00:00,246,44,89,21
2024-02-27 00:00:00+00:00,292,18,92,23
2024-02-28 00:00:00+00:00,153,7,117,22
2024-02-29 00:00:00+00:00,129,13,83,31
2024-03-01 00:00:00+00:00,125,25,74,23
2024-03-02 00:00:00+00:00,16,8,18,12
2024-03-03 00:00:00+00:00,21,7,20,8
2024-03-04 00:00:00+00:00,54,9,101,21
2024-03-05 00:00:00+00:00,114,14,101,38
2024-03-06 00:00:00+00:00,281,22,107,26
2024-03-07 00:00:00+00:00,235,21,169,45
2024-03-08 00:00:00+00:00,95,26,49,29
2024-03-09 00:00:00+00:00,51,16,33,17
