url_path,views_total,views_unique
/open-feature/spec,259,206
/open-feature/spec/tree/main/specification,65,23
/open-feature/spec/commits/main,32,2
/open-feature/spec/tree/github-repo-stats/open-feature/spec,26,6
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,21,8
/open-feature/spec/blob/main/specification/sections/04-hooks.md,20,5
/open-feature/spec/tree/main/specification/sections,19,9
/open-feature/spec/blob/main/specification/sections/02-providers.md,16,6
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,15,6
/open-feature/spec/blob/main/specification/types.md,13,4
