referrer,views_total,views_unique
github.com,63,25
Google,27,19
cncf.io,13,8
Baidu,8,8
Bing,4,1
openfeature.dev,2,1
cnblogs.com,1,1
com.slack,1,1
getunleash.io,1,1
kagi.com,1,1
