referrer,views_total,views_unique
github.com,168,106
Google,22,15
cncf.io,10,5
Bing,3,1
openfeature.dev,2,2
copilot.t-tech.team,2,1
DuckDuckGo,1,1
confluence.nz.service.anz,1,1
