url_path,views_total,views_unique
/open-feature/spec,175,154
/open-feature/spec/tree/main/specification,50,17
/open-feature/spec/pull/268,42,16
/open-feature/spec/pull/268/files,18,10
/open-feature/spec/tree/main/tools,18,7
/open-feature/spec/blob/main/specification/glossary.md,14,5
/open-feature/spec/blob/main/specification/sections/02-providers.md,14,5
/open-feature/spec/issues,13,8
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,12,6
/open-feature/spec/blob/main/specification/types.md,11,3
