url_path,views_total,views_unique
/open-feature/spec,206,174
/open-feature/spec/tree/main/specification,75,29
/open-feature/spec/tree/main/tools,38,14
/open-feature/spec/blob/main/specification/sections/02-providers.md,24,7
/open-feature/spec/issues/265,15,8
/open-feature/spec/tree/main/specification/sections,15,7
/open-feature/spec/pull/264,15,4
/open-feature/spec/tree/main/tools/repo_parser,15,4
/open-feature/spec/issues,14,12
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,14,7
